Объект; Место; Дата; Направление; Позиция; X; Y; 
Площадь Этуаль; Вертикальная; 09.10.2024  17:30:12;  Forward Start;  0.5м ; 7364 ″; 4040 ″; 
Площадь Этуаль; Глухая; 09.10.2024  17:30:31;  Forward Start;  0.0м ; 7377 ″; 4052 ″; 
